# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2023-05-09 18:33:15 -04:00	(nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 12358500 M F Flathead River near West Glacier MT
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 12358500
#    TS_ID       Parameter Description
#    82906       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
#     P  Provisional data subject to revision.
#     Ice  Value is affected by ice at the measurement site.
#
agency_cd	site_no	datetime	tz_cd	82906_00060	82906_00060_cd
USGS	12358500	2022-02-11 04:30	MST	616	A
USGS	12358500	2022-02-11 04:45	MST	616	A
USGS	12358500	2022-02-11 05:00	MST	616	A
USGS	12358500	2022-02-11 05:15	MST	616	A
USGS	12358500	2022-02-11 05:30	MST	616	A
USGS	12358500	2022-02-11 05:45	MST	616	A
USGS	12358500	2022-02-11 06:00	MST	616	A
USGS	12358500	2022-02-11 06:15	MST	616	A
USGS	12358500	2022-02-11 06:30	MST	616	A
USGS	12358500	2022-02-11 06:45	MST	616	A
USGS	12358500	2022-02-11 07:00	MST	616	A
USGS	12358500	2022-02-11 07:15	MST	616	A
USGS	12358500	2022-02-11 07:30	MST	616	A
USGS	12358500	2022-02-11 07:45	MST	616	A
USGS	12358500	2022-02-11 08:00	MST	616	A
USGS	12358500	2022-02-11 08:15	MST	616	A
USGS	12358500	2022-02-11 08:30	MST	616	A
USGS	12358500	2022-02-11 08:45	MST	616	A
USGS	12358500	2022-02-11 09:00	MST	616	A
USGS	12358500	2022-02-11 09:15	MST	616	A
USGS	12358500	2022-02-11 09:30	MST	616	A
USGS	12358500	2022-02-11 09:45	MST	616	A
USGS	12358500	2022-02-11 10:00	MST	616	A
USGS	12358500	2022-02-11 10:15	MST	616	A
USGS	12358500	2022-02-11 10:30	MST	616	A
USGS	12358500	2022-02-11 10:45	MST	616	A
USGS	12358500	2022-02-11 11:00	MST	616	A
USGS	12358500	2022-02-11 11:15	MST	616	A
USGS	12358500	2022-02-11 11:30	MST	616	A
USGS	12358500	2022-02-11 11:45	MST	616	A
USGS	12358500	2022-02-11 12:00	MST	616	A
USGS	12358500	2022-02-11 12:15	MST	616	A
USGS	12358500	2022-02-11 12:30	MST	616	A
USGS	12358500	2022-02-11 12:45	MST	616	A
USGS	12358500	2022-02-11 13:00	MST	616	A
USGS	12358500	2022-02-11 13:15	MST	616	A
USGS	12358500	2022-02-11 13:30	MST	616	A
USGS	12358500	2022-02-11 13:45	MST	616	A
USGS	12358500	2022-02-11 14:00	MST	616	A
USGS	12358500	2022-02-11 14:15	MST	616	A
USGS	12358500	2022-02-11 14:30	MST	616	A
USGS	12358500	2022-02-11 14:45	MST	616	A
USGS	12358500	2022-02-11 15:00	MST	616	A
USGS	12358500	2022-02-11 15:15	MST	616	A
USGS	12358500	2022-02-11 15:30	MST	616	A
USGS	12358500	2022-02-11 15:45	MST	616	A
USGS	12358500	2022-02-11 16:00	MST	616	A
USGS	12358500	2022-02-11 16:15	MST	616	A
USGS	12358500	2022-02-11 16:30	MST	616	A
USGS	12358500	2022-02-11 16:45	MST	616	A
USGS	12358500	2022-02-11 17:00	MST	615	A
USGS	12358500	2022-02-11 17:15	MST	615	A
USGS	12358500	2022-02-11 17:30	MST	615	A
USGS	12358500	2022-02-11 17:45	MST	615	A
USGS	12358500	2022-02-11 18:00	MST	615	A
USGS	12358500	2022-02-11 18:15	MST	615	A
USGS	12358500	2022-02-11 18:30	MST	615	A
USGS	12358500	2022-02-11 18:45	MST	615	A
USGS	12358500	2022-02-11 19:00	MST	615	A
USGS	12358500	2022-02-11 19:15	MST	615	A
USGS	12358500	2022-02-11 19:30	MST	615	A
USGS	12358500	2022-02-11 19:45	MST	615	A
USGS	12358500	2022-02-11 20:00	MST	615	A
USGS	12358500	2022-02-11 20:15	MST	615	A
USGS	12358500	2022-02-11 20:30	MST	615	A
USGS	12358500	2022-02-11 20:45	MST	615	A
USGS	12358500	2022-02-11 21:00	MST	615	A
USGS	12358500	2022-02-11 21:15	MST	615	A
USGS	12358500	2022-02-11 21:30	MST	615	A
USGS	12358500	2022-02-11 21:45	MST	615	A
USGS	12358500	2022-02-11 22:00	MST	615	A
USGS	12358500	2022-02-11 22:15	MST	615	A
USGS	12358500	2022-02-11 22:30	MST	615	A
USGS	12358500	2022-02-11 22:45	MST	615	A
USGS	12358500	2022-02-11 23:00	MST	615	A
USGS	12358500	2022-02-11 23:15	MST	615	A
USGS	12358500	2022-02-11 23:30	MST	615	A
USGS	12358500	2022-02-11 23:45	MST	615	A
USGS	12358500	2022-02-12 00:00	MST	615	A
USGS	12358500	2022-02-12 00:15	MST	615	A
USGS	12358500	2022-02-12 00:30	MST	615	A
USGS	12358500	2022-02-12 00:45	MST	615	A
USGS	12358500	2022-02-12 01:00	MST	615	A
USGS	12358500	2022-02-12 01:15	MST	615	A
USGS	12358500	2022-02-12 01:30	MST	615	A
USGS	12358500	2022-02-12 01:45	MST	615	A
USGS	12358500	2022-02-12 02:00	MST	615	A
USGS	12358500	2022-02-12 02:15	MST	606	A
USGS	12358500	2022-02-12 02:30	MST	606	A
USGS	12358500	2022-02-12 02:45	MST	606	A
USGS	12358500	2022-02-12 03:00	MST	606	A
USGS	12358500	2022-02-12 03:15	MST	615	A
USGS	12358500	2022-02-12 03:30	MST	615	A
USGS	12358500	2022-02-12 03:45	MST	606	A
USGS	12358500	2022-02-12 04:00	MST	606	A
USGS	12358500	2022-02-12 04:15	MST	606	A
USGS	12358500	2022-02-12 04:30	MST	606	A
USGS	12358500	2022-02-12 04:45	MST	606	A
USGS	12358500	2022-02-12 05:00	MST	606	A
USGS	12358500	2022-02-12 05:15	MST	606	A
USGS	12358500	2022-02-12 05:30	MST	606	A
USGS	12358500	2022-02-12 05:45	MST	606	A
USGS	12358500	2022-02-12 06:00	MST	606	A
USGS	12358500	2022-02-12 06:15	MST	606	A
USGS	12358500	2022-02-12 06:30	MST	606	A
USGS	12358500	2022-02-12 06:45	MST	606	A
USGS	12358500	2022-02-12 07:00	MST	606	A
USGS	12358500	2022-02-12 07:15	MST	606	A
USGS	12358500	2022-02-12 07:30	MST	606	A
USGS	12358500	2022-02-12 07:45	MST	606	A
USGS	12358500	2022-02-12 08:00	MST	597	A
USGS	12358500	2022-02-12 08:15	MST	606	A
USGS	12358500	2022-02-12 08:30	MST	597	A
USGS	12358500	2022-02-12 08:45	MST	597	A
USGS	12358500	2022-02-12 09:00	MST	597	A
USGS	12358500	2022-02-12 09:15	MST	597	A
USGS	12358500	2022-02-12 09:30	MST	597	A
USGS	12358500	2022-02-12 09:45	MST	597	A
USGS	12358500	2022-02-12 10:00	MST	597	A
USGS	12358500	2022-02-12 10:15	MST	597	A
USGS	12358500	2022-02-12 10:30	MST	597	A
USGS	12358500	2022-02-12 10:45	MST	597	A
USGS	12358500	2022-02-12 11:00	MST	597	A
USGS	12358500	2022-02-12 11:15	MST	597	A
USGS	12358500	2022-02-12 11:30	MST	597	A
USGS	12358500	2022-02-12 11:45	MST	597	A
USGS	12358500	2022-02-12 12:00	MST	597	A
USGS	12358500	2022-02-12 12:15	MST	588	A
USGS	12358500	2022-02-12 12:30	MST	588	A
USGS	12358500	2022-02-12 12:45	MST	588	A
USGS	12358500	2022-02-12 13:00	MST	588	A
USGS	12358500	2022-02-12 13:15	MST	588	A
USGS	12358500	2022-02-12 13:30	MST	588	A
USGS	12358500	2022-02-12 13:45	MST	588	A
USGS	12358500	2022-02-12 14:00	MST	588	A
USGS	12358500	2022-02-12 14:15	MST	588	A
USGS	12358500	2022-02-12 14:30	MST	588	A
USGS	12358500	2022-02-12 14:45	MST	597	A
USGS	12358500	2022-02-12 15:00	MST	597	A
USGS	12358500	2022-02-12 15:15	MST	597	A
USGS	12358500	2022-02-12 15:30	MST	597	A
USGS	12358500	2022-02-12 15:45	MST	597	A
USGS	12358500	2022-02-12 16:00	MST	597	A
USGS	12358500	2022-02-12 16:15	MST	597	A
USGS	12358500	2022-02-12 16:30	MST	597	A
USGS	12358500	2022-02-12 16:45	MST	597	A
USGS	12358500	2022-02-12 17:00	MST	597	A
USGS	12358500	2022-02-12 17:15	MST	597	A
USGS	12358500	2022-02-12 17:30	MST	597	A
USGS	12358500	2022-02-12 17:45	MST	597	A
USGS	12358500	2022-02-12 18:00	MST	597	A
USGS	12358500	2022-02-12 18:15	MST	597	A
USGS	12358500	2022-02-12 18:30	MST	597	A
USGS	12358500	2022-02-12 18:45	MST	597	A
USGS	12358500	2022-02-12 19:00	MST	597	A
USGS	12358500	2022-02-12 19:15	MST	597	A
USGS	12358500	2022-02-12 19:30	MST	597	A
USGS	12358500	2022-02-12 19:45	MST	597	A
USGS	12358500	2022-02-12 20:00	MST	597	A
USGS	12358500	2022-02-12 20:15	MST	597	A
USGS	12358500	2022-02-12 20:30	MST	597	A
USGS	12358500	2022-02-12 20:45	MST	597	A
USGS	12358500	2022-02-12 21:00	MST	597	A
USGS	12358500	2022-02-12 21:15	MST	597	A
USGS	12358500	2022-02-12 21:30	MST	597	A
USGS	12358500	2022-02-12 21:45	MST	597	A
USGS	12358500	2022-02-12 22:00	MST	597	A
USGS	12358500	2022-02-12 22:15	MST	596	A
USGS	12358500	2022-02-12 22:30	MST	596	A
USGS	12358500	2022-02-12 22:45	MST	605	A
USGS	12358500	2022-02-12 23:00	MST	605	A
USGS	12358500	2022-02-12 23:15	MST	596	A
USGS	12358500	2022-02-12 23:30	MST	596	A
USGS	12358500	2022-02-12 23:45	MST	596	A
USGS	12358500	2022-02-13 00:00	MST	596	A
USGS	12358500	2022-02-13 00:15	MST	596	A
USGS	12358500	2022-02-13 00:30	MST	596	A
USGS	12358500	2022-02-13 00:45	MST	596	A
USGS	12358500	2022-02-13 01:00	MST	596	A
USGS	12358500	2022-02-13 01:15	MST	596	A
USGS	12358500	2022-02-13 01:30	MST	588	A
USGS	12358500	2022-02-13 01:45	MST	588	A
USGS	12358500	2022-02-13 02:00	MST	588	A
USGS	12358500	2022-02-13 02:15	MST	588	A
USGS	12358500	2022-02-13 02:30	MST	588	A
USGS	12358500	2022-02-13 02:45	MST	579	A
USGS	12358500	2022-02-13 03:00	MST	579	A
USGS	12358500	2022-02-13 03:15	MST	579	A
USGS	12358500	2022-02-13 03:30	MST	579	A
USGS	12358500	2022-02-13 03:45	MST	579	A
USGS	12358500	2022-02-13 04:00	MST	579	A
USGS	12358500	2022-02-13 04:15	MST	579	A
USGS	12358500	2022-02-13 04:30	MST	579	A
USGS	12358500	2022-02-13 04:45	MST	579	A
USGS	12358500	2022-02-13 05:00	MST	579	A
USGS	12358500	2022-02-13 05:15	MST	579	A
USGS	12358500	2022-02-13 05:30	MST	579	A
USGS	12358500	2022-02-13 05:45	MST	579	A
USGS	12358500	2022-02-13 06:00	MST	579	A
USGS	12358500	2022-02-13 06:15	MST	579	A
USGS	12358500	2022-02-13 06:30	MST	579	A
USGS	12358500	2022-02-13 06:45	MST	579	A
USGS	12358500	2022-02-13 07:00	MST	579	A
USGS	12358500	2022-02-13 07:15	MST	579	A
USGS	12358500	2022-02-13 07:30	MST	579	A
USGS	12358500	2022-02-13 07:45	MST	570	A
USGS	12358500	2022-02-13 08:00	MST	570	A
USGS	12358500	2022-02-13 08:15	MST	570	A
USGS	12358500	2022-02-13 08:30	MST	570	A
USGS	12358500	2022-02-13 08:45	MST	570	A
USGS	12358500	2022-02-13 09:00	MST	570	A
USGS	12358500	2022-02-13 09:15	MST	570	A
USGS	12358500	2022-02-13 09:30	MST	570	A
USGS	12358500	2022-02-13 09:45	MST	570	A
USGS	12358500	2022-02-13 10:00	MST	570	A
USGS	12358500	2022-02-13 10:15	MST	570	A
USGS	12358500	2022-02-13 10:30	MST	570	A
USGS	12358500	2022-02-13 10:45	MST	570	A
USGS	12358500	2022-02-13 11:00	MST	570	A
USGS	12358500	2022-02-13 11:15	MST	570	A
USGS	12358500	2022-02-13 11:30	MST	570	A
USGS	12358500	2022-02-13 11:45	MST	570	A
USGS	12358500	2022-02-13 12:00	MST	570	A
USGS	12358500	2022-02-13 12:15	MST	570	A
USGS	12358500	2022-02-13 12:30	MST	570	A
USGS	12358500	2022-02-13 12:45	MST	570	A
USGS	12358500	2022-02-13 13:00	MST	570	A
USGS	12358500	2022-02-13 13:15	MST	570	A
USGS	12358500	2022-02-13 13:30	MST	570	A
USGS	12358500	2022-02-13 13:45	MST	570	A
USGS	12358500	2022-02-13 14:00	MST	570	A
USGS	12358500	2022-02-13 14:15	MST	570	A
USGS	12358500	2022-02-13 14:30	MST	570	A
USGS	12358500	2022-02-13 14:45	MST	578	A
USGS	12358500	2022-02-13 15:00	MST	578	A
USGS	12358500	2022-02-13 15:15	MST	578	A
USGS	12358500	2022-02-13 15:30	MST	578	A
USGS	12358500	2022-02-13 15:45	MST	578	A
USGS	12358500	2022-02-13 16:00	MST	578	A
USGS	12358500	2022-02-13 16:15	MST	578	A
USGS	12358500	2022-02-13 16:30	MST	578	A
USGS	12358500	2022-02-13 16:45	MST	578	A
USGS	12358500	2022-02-13 17:00	MST	578	A
USGS	12358500	2022-02-13 17:15	MST	578	A
USGS	12358500	2022-02-13 17:30	MST	578	A
USGS	12358500	2022-02-13 17:45	MST	578	A
USGS	12358500	2022-02-13 18:00	MST	578	A
USGS	12358500	2022-02-13 18:15	MST	578	A
USGS	12358500	2022-02-13 18:30	MST	578	A
USGS	12358500	2022-02-13 18:45	MST	578	A
USGS	12358500	2022-02-13 19:00	MST	578	A
USGS	12358500	2022-02-13 19:15	MST	578	A
USGS	12358500	2022-02-13 19:30	MST	587	A
USGS	12358500	2022-02-13 19:45	MST	587	A
USGS	12358500	2022-02-13 20:00	MST	587	A
USGS	12358500	2022-02-13 20:15	MST	587	A
USGS	12358500	2022-02-13 20:30	MST	587	A
USGS	12358500	2022-02-13 20:45	MST	587	A
USGS	12358500	2022-02-13 21:00	MST	587	A
USGS	12358500	2022-02-13 21:15	MST	587	A
USGS	12358500	2022-02-13 21:30	MST	587	A
USGS	12358500	2022-02-13 21:45	MST	587	A
USGS	12358500	2022-02-13 22:00	MST	587	A
USGS	12358500	2022-02-13 22:15	MST	587	A
USGS	12358500	2022-02-13 22:30	MST	587	A
USGS	12358500	2022-02-13 22:45	MST	587	A
USGS	12358500	2022-02-13 23:00	MST	587	A
USGS	12358500	2022-02-13 23:15	MST	587	A
USGS	12358500	2022-02-13 23:30	MST	587	A
USGS	12358500	2022-02-13 23:45	MST	587	A
USGS	12358500	2022-02-14 00:00	MST	587	A
USGS	12358500	2022-02-14 00:15	MST	587	A
USGS	12358500	2022-02-14 00:30	MST	587	A
USGS	12358500	2022-02-14 00:45	MST	578	A
USGS	12358500	2022-02-14 01:00	MST	578	A
USGS	12358500	2022-02-14 01:15	MST	578	A
USGS	12358500	2022-02-14 01:30	MST	578	A
USGS	12358500	2022-02-14 01:45	MST	578	A
USGS	12358500	2022-02-14 02:00	MST	578	A
USGS	12358500	2022-02-14 02:15	MST	578	A
USGS	12358500	2022-02-14 02:30	MST	578	A
USGS	12358500	2022-02-14 02:45	MST	578	A
USGS	12358500	2022-02-14 03:00	MST	578	A
USGS	12358500	2022-02-14 03:15	MST	578	A
USGS	12358500	2022-02-14 03:30	MST	578	A
USGS	12358500	2022-02-14 03:45	MST	578	A
USGS	12358500	2022-02-14 04:00	MST	578	A
USGS	12358500	2022-02-14 04:15	MST	578	A
USGS	12358500	2022-02-14 04:30	MST	578	A
USGS	12358500	2022-02-14 04:45	MST	578	A
USGS	12358500	2022-02-14 05:00	MST	578	A
USGS	12358500	2022-02-14 05:15	MST	578	A
USGS	12358500	2022-02-14 05:30	MST	578	A
USGS	12358500	2022-02-14 05:45	MST	578	A
USGS	12358500	2022-02-14 06:00	MST	578	A
USGS	12358500	2022-02-14 06:15	MST	578	A
USGS	12358500	2022-02-14 06:30	MST	578	A
USGS	12358500	2022-02-14 06:45	MST	578	A
USGS	12358500	2022-02-14 07:00	MST	569	A
USGS	12358500	2022-02-14 07:15	MST	578	A
USGS	12358500	2022-02-14 07:30	MST	578	A
USGS	12358500	2022-02-14 07:45	MST	578	A
USGS	12358500	2022-02-14 08:00	MST	569	A
USGS	12358500	2022-02-14 08:15	MST	569	A
USGS	12358500	2022-02-14 08:30	MST	569	A
USGS	12358500	2022-02-14 08:45	MST	569	A
USGS	12358500	2022-02-14 09:00	MST	569	A
USGS	12358500	2022-02-14 09:15	MST	569	A
USGS	12358500	2022-02-14 09:30	MST	569	A
USGS	12358500	2022-02-14 09:45	MST	569	A
USGS	12358500	2022-02-14 10:00	MST	569	A
USGS	12358500	2022-02-14 10:15	MST	569	A
USGS	12358500	2022-02-14 10:30	MST	569	A
USGS	12358500	2022-02-14 10:45	MST	569	A
USGS	12358500	2022-02-14 11:00	MST	569	A
USGS	12358500	2022-02-14 11:15	MST	569	A
USGS	12358500	2022-02-14 11:30	MST	569	A
USGS	12358500	2022-02-14 11:45	MST	569	A
USGS	12358500	2022-02-14 12:00	MST	569	A
USGS	12358500	2022-02-14 12:15	MST	569	A
USGS	12358500	2022-02-14 12:30	MST	577	A
USGS	12358500	2022-02-14 12:45	MST	577	A
USGS	12358500	2022-02-14 13:00	MST	577	A
USGS	12358500	2022-02-14 13:15	MST	577	A
USGS	12358500	2022-02-14 13:30	MST	577	A
USGS	12358500	2022-02-14 13:45	MST	577	A
USGS	12358500	2022-02-14 14:00	MST	577	A
USGS	12358500	2022-02-14 14:15	MST	577	A
USGS	12358500	2022-02-14 14:30	MST	577	A
USGS	12358500	2022-02-14 14:45	MST	577	A
USGS	12358500	2022-02-14 15:00	MST	577	A
USGS	12358500	2022-02-14 15:15	MST	577	A
USGS	12358500	2022-02-14 15:30	MST	586	A
USGS	12358500	2022-02-14 15:45	MST	586	A
USGS	12358500	2022-02-14 16:00	MST	586	A
USGS	12358500	2022-02-14 16:15	MST	586	A
USGS	12358500	2022-02-14 16:30	MST	586	A
USGS	12358500	2022-02-14 16:45	MST	586	A
USGS	12358500	2022-02-14 17:00	MST	595	A
USGS	12358500	2022-02-14 17:15	MST	595	A
USGS	12358500	2022-02-14 17:30	MST	595	A
USGS	12358500	2022-02-14 17:45	MST	595	A
USGS	12358500	2022-02-14 18:00	MST	595	A
USGS	12358500	2022-02-14 18:15	MST	595	A
USGS	12358500	2022-02-14 18:30	MST	595	A
USGS	12358500	2022-02-14 18:45	MST	595	A
USGS	12358500	2022-02-14 19:00	MST	595	A
USGS	12358500	2022-02-14 19:15	MST	595	A
USGS	12358500	2022-02-14 19:30	MST	595	A
USGS	12358500	2022-02-14 19:45	MST	603	A
USGS	12358500	2022-02-14 20:00	MST	603	A
USGS	12358500	2022-02-14 20:15	MST	603	A
USGS	12358500	2022-02-14 20:30	MST	603	A
USGS	12358500	2022-02-14 20:45	MST	603	A
USGS	12358500	2022-02-14 21:00	MST	603	A
USGS	12358500	2022-02-14 21:15	MST	603	A
USGS	12358500	2022-02-14 21:30	MST	603	A
USGS	12358500	2022-02-14 21:45	MST	603	A
USGS	12358500	2022-02-14 22:00	MST	603	A
USGS	12358500	2022-02-14 22:15	MST	603	A
USGS	12358500	2022-02-14 22:30	MST	603	A
USGS	12358500	2022-02-14 22:45	MST	603	A
USGS	12358500	2022-02-14 23:00	MST	603	A
USGS	12358500	2022-02-14 23:15	MST	594	A
USGS	12358500	2022-02-14 23:30	MST	594	A
USGS	12358500	2022-02-14 23:45	MST	594	A
USGS	12358500	2022-02-15 00:00	MST	594	A
USGS	12358500	2022-02-15 00:15	MST	594	A
USGS	12358500	2022-02-15 00:30	MST	594	A
USGS	12358500	2022-02-15 00:45	MST	594	A
USGS	12358500	2022-02-15 01:00	MST	594	A
USGS	12358500	2022-02-15 01:15	MST	594	A
USGS	12358500	2022-02-15 01:30	MST	594	A
USGS	12358500	2022-02-15 01:45	MST	594	A
USGS	12358500	2022-02-15 02:00	MST	594	A
USGS	12358500	2022-02-15 02:15	MST	594	A
USGS	12358500	2022-02-15 02:30	MST	594	A
USGS	12358500	2022-02-15 02:45	MST	594	A
USGS	12358500	2022-02-15 03:00	MST	594	A
USGS	12358500	2022-02-15 03:15	MST	594	A
USGS	12358500	2022-02-15 03:30	MST	594	A
USGS	12358500	2022-02-15 03:45	MST	594	A
USGS	12358500	2022-02-15 04:00	MST	594	A
USGS	12358500	2022-02-15 04:15	MST	586	A
USGS	12358500	2022-02-15 04:30	MST	586	A
USGS	12358500	2022-02-15 04:45	MST	585	A
USGS	12358500	2022-02-15 05:00	MST	585	A
USGS	12358500	2022-02-15 05:15	MST	585	A
USGS	12358500	2022-02-15 05:30	MST	585	A
USGS	12358500	2022-02-15 05:45	MST	585	A
USGS	12358500	2022-02-15 06:00	MST	585	A
USGS	12358500	2022-02-15 06:15	MST	585	A
USGS	12358500	2022-02-15 06:30	MST	585	A
USGS	12358500	2022-02-15 06:45	MST	585	A
USGS	12358500	2022-02-15 07:00	MST	585	A
USGS	12358500	2022-02-15 07:15	MST	585	A
USGS	12358500	2022-02-15 07:30	MST	585	A
USGS	12358500	2022-02-15 07:45	MST	585	A
USGS	12358500	2022-02-15 08:00	MST	585	A
USGS	12358500	2022-02-15 08:15	MST	585	A
USGS	12358500	2022-02-15 08:30	MST	585	A
USGS	12358500	2022-02-15 08:45	MST	585	A
USGS	12358500	2022-02-15 09:00	MST	585	A
USGS	12358500	2022-02-15 09:15	MST	585	A
USGS	12358500	2022-02-15 09:30	MST	585	A
USGS	12358500	2022-02-15 09:45	MST	585	A
USGS	12358500	2022-02-15 10:00	MST	585	A
USGS	12358500	2022-02-15 10:15	MST	585	A
USGS	12358500	2022-02-15 10:30	MST	585	A
USGS	12358500	2022-02-15 10:45	MST	585	A
USGS	12358500	2022-02-15 11:00	MST	585	A
USGS	12358500	2022-02-15 11:15	MST	585	A
USGS	12358500	2022-02-15 11:30	MST	585	A
USGS	12358500	2022-02-15 11:45	MST	585	A
USGS	12358500	2022-02-15 12:00	MST	585	A
USGS	12358500	2022-02-15 12:15	MST	585	A
USGS	12358500	2022-02-15 12:30	MST	585	A
USGS	12358500	2022-02-15 12:45	MST	585	A
USGS	12358500	2022-02-15 13:00	MST	594	A
USGS	12358500	2022-02-15 13:15	MST	594	A
USGS	12358500	2022-02-15 13:30	MST	594	A
USGS	12358500	2022-02-15 13:45	MST	594	A
USGS	12358500	2022-02-15 14:00	MST	594	A
USGS	12358500	2022-02-15 14:15	MST	594	A
USGS	12358500	2022-02-15 14:30	MST	594	A
USGS	12358500	2022-02-15 14:45	MST	594	A
USGS	12358500	2022-02-15 15:00	MST	594	A
USGS	12358500	2022-02-15 15:15	MST	594	A
USGS	12358500	2022-02-15 15:30	MST	594	A
USGS	12358500	2022-02-15 15:45	MST	594	A
USGS	12358500	2022-02-15 16:00	MST	594	A
USGS	12358500	2022-02-15 16:15	MST	594	A
USGS	12358500	2022-02-15 16:30	MST	594	A
USGS	12358500	2022-02-15 16:45	MST	594	A
USGS	12358500	2022-02-15 17:00	MST	594	A
USGS	12358500	2022-02-15 17:15	MST	594	A
USGS	12358500	2022-02-15 17:30	MST	594	A
USGS	12358500	2022-02-15 17:45	MST	594	A
USGS	12358500	2022-02-15 18:00	MST	594	A
USGS	12358500	2022-02-15 18:15	MST	594	A
USGS	12358500	2022-02-15 18:30	MST	594	A
USGS	12358500	2022-02-15 18:45	MST	594	A
USGS	12358500	2022-02-15 19:00	MST	594	A
USGS	12358500	2022-02-15 19:15	MST	594	A
USGS	12358500	2022-02-15 19:30	MST	594	A
USGS	12358500	2022-02-15 19:45	MST	594	A
USGS	12358500	2022-02-15 20:00	MST	594	A
USGS	12358500	2022-02-15 20:15	MST	594	A
USGS	12358500	2022-02-15 20:30	MST	594	A
USGS	12358500	2022-02-15 20:45	MST	594	A
USGS	12358500	2022-02-15 21:00	MST	594	A
USGS	12358500	2022-02-15 21:15	MST	594	A
USGS	12358500	2022-02-15 21:30	MST	594	A
USGS	12358500	2022-02-15 21:45	MST	594	A
USGS	12358500	2022-02-15 22:00	MST	594	A
USGS	12358500	2022-02-15 22:15	MST	594	A
USGS	12358500	2022-02-15 22:30	MST	594	A
USGS	12358500	2022-02-15 22:45	MST	594	A
USGS	12358500	2022-02-15 23:00	MST	594	A
USGS	12358500	2022-02-15 23:15	MST	594	A
USGS	12358500	2022-02-15 23:30	MST	593	A
USGS	12358500	2022-02-15 23:45	MST	585	A
USGS	12358500	2022-02-16 00:00	MST	593	A
USGS	12358500	2022-02-16 00:15	MST	593	A
USGS	12358500	2022-02-16 00:30	MST	593	A
USGS	12358500	2022-02-16 00:45	MST	593	A
USGS	12358500	2022-02-16 01:00	MST	593	A
USGS	12358500	2022-02-16 01:15	MST	593	A
USGS	12358500	2022-02-16 01:30	MST	593	A
USGS	12358500	2022-02-16 01:45	MST	593	A
USGS	12358500	2022-02-16 02:00	MST	593	A
USGS	12358500	2022-02-16 02:15	MST	593	A
USGS	12358500	2022-02-16 02:30	MST	593	A
USGS	12358500	2022-02-16 02:45	MST	593	A
USGS	12358500	2022-02-16 03:00	MST	593	A
USGS	12358500	2022-02-16 03:15	MST	593	A
USGS	12358500	2022-02-16 03:30	MST	593	A
USGS	12358500	2022-02-16 03:45	MST	593	A
USGS	12358500	2022-02-16 04:00	MST	593	A
USGS	12358500	2022-02-16 04:15	MST	593	A
USGS	12358500	2022-02-16 04:30	MST	593	A
USGS	12358500	2022-02-16 04:45	MST	593	A
USGS	12358500	2022-02-16 05:00	MST	593	A
USGS	12358500	2022-02-16 05:15	MST	593	A
USGS	12358500	2022-02-16 05:30	MST	593	A
USGS	12358500	2022-02-16 05:45	MST	593	A
USGS	12358500	2022-02-16 06:00	MST	593	A
USGS	12358500	2022-02-16 06:15	MST	593	A
USGS	12358500	2022-02-16 06:30	MST	593	A
USGS	12358500	2022-02-16 06:45	MST	593	A
USGS	12358500	2022-02-16 07:00	MST	593	A
USGS	12358500	2022-02-16 07:15	MST	593	A
USGS	12358500	2022-02-16 07:30	MST	593	A
USGS	12358500	2022-02-16 07:45	MST	593	A
USGS	12358500	2022-02-16 08:00	MST	593	A
USGS	12358500	2022-02-16 08:15	MST	593	A
USGS	12358500	2022-02-16 08:30	MST	593	A
USGS	12358500	2022-02-16 08:45	MST	593	A
USGS	12358500	2022-02-16 09:00	MST	593	A
USGS	12358500	2022-02-16 09:15	MST	593	A
USGS	12358500	2022-02-16 09:30	MST	593	A
USGS	12358500	2022-02-16 09:45	MST	593	A
USGS	12358500	2022-02-16 10:00	MST	593	A
USGS	12358500	2022-02-16 10:15	MST	593	A
USGS	12358500	2022-02-16 10:30	MST	593	A
USGS	12358500	2022-02-16 10:45	MST	593	A
USGS	12358500	2022-02-16 11:00	MST	593	A
USGS	12358500	2022-02-16 11:15	MST	593	A
USGS	12358500	2022-02-16 11:30	MST	593	A
USGS	12358500	2022-02-16 11:45	MST	593	A
USGS	12358500	2022-02-16 12:00	MST	593	A
USGS	12358500	2022-02-16 12:15	MST	593	A
USGS	12358500	2022-02-16 12:30	MST	593	A
USGS	12358500	2022-02-16 12:45	MST	593	A
USGS	12358500	2022-02-16 13:00	MST	593	A
USGS	12358500	2022-02-16 13:15	MST	593	A
